epoch,loss,val_loss
0,2.1119963712512324,0.49259971330563229
1,0.81076722379000676,0.41601294651627541
2,0.65624401488394113,0.40106961876153946
3,0.60228345511094583,0.39039697001377743
4,0.57549148350391743,0.39624828348557156
5,0.55747457965364999,0.39441952730218571
6,0.54365995746738505,0.38306580235560733
7,0.53280256377076207,0.38274401923020679
8,0.52273103626269213,0.38090171664953232
9,0.51252740515852879,0.38129402448733646
10,0.50595232621678765,0.38103765745957691
11,0.49768295234104371,0.38629494979977608
12,0.49469442880378578,0.37970463559031487
13,0.48898684566875672,0.38211051250497502
14,0.48330919056568505,0.3784203628698985
15,0.47807924731722418,0.37853787466883659
16,0.47320896933663564,0.37968625376621884
17,0.46889699267891216,0.37679415568709373
18,0.4639430075996327,0.37658949693044025
19,0.45973236052495131,0.37506696706016857
20,0.45578814029693604,0.37550574541091919
21,0.45244712584423569,0.37514002869526547
22,0.44800461139319075,0.37656474237640697
23,0.445080640563425,0.37511065726478893
24,0.44053542701703197,0.37412836154301959
25,0.43869879700102898,0.37445478513836861
26,0.43403678102313348,0.37373430281877518
27,0.43153870002278744,0.37389601891239482
28,0.42844689756069543,0.37328084061543149
29,0.42502540399443428,0.3747619477411111
30,0.4223319418700236,0.37948022534449893
31,0.42026083021793725,0.37317508831620216
32,0.4175367762682573,0.37387832254171371
33,0.41544581402022884,0.37771259993314743
34,0.41321243690994552,0.37375877300898236
35,0.4106567192077637,0.37387461960315704
36,0.40847804015537476,0.37372988586624462
37,0.40617725138394339,0.3737676317493121
38,0.40377686990881867,0.37462308009465534
39,0.40173889283864006,0.37302758296330768
40,0.40082026285945244,0.3741074452797572
41,0.39855078431795227,0.37218906482060748
42,0.39613654379574759,0.37369190032283467
43,0.39545840800933119,0.37463165819644928
44,0.39466509618849127,0.37260491649309796
45,0.3922176397971387,0.3741912767291069
46,0.39161730008305246,0.37420067439476651
47,0.38996405061685813,0.37326801940798759
48,0.38898452536115108,0.37373709430297214
49,0.38662404195317684,0.37256429965297383
50,0.38566206473224568,0.37235484272241592
51,0.3841236184677988,0.3716549587746461
52,0.38429156951184545,0.37326809143026668
53,0.38296055229205006,0.37348403905828792
54,0.38122635647935688,0.37344375749429065
