epoch,loss
0,1.999629891437033
1,0.76202411196478037
2,0.63764660811537632
3,0.59574606289844145
4,0.57199232059571403
5,0.55343408030255337
6,0.53926250862929481
7,0.52801581862908986
8,0.51811078891320073
9,0.5094649663559444
10,0.50010920384817792
11,0.4938407979257729
12,0.4878867446525913
13,0.48221653398207348
14,0.47687777293765027
15,0.47205962858203315
16,0.46640035457423201
17,0.46192273345735407
18,0.45668988004731742
19,0.45373902490119572
20,0.4490210892146696
21,0.44369810694099771
22,0.44155201583128906
23,0.43677789159119129
24,0.43266951205694804
25,0.43193954456111661
26,0.4272386342611002
27,0.42382749157917238
28,0.42150546758152219
29,0.41827119251146266
30,0.4160540730530477
31,0.4130316857531991
32,0.40997597397021623
33,0.40842985201869969
34,0.40631664005796547
35,0.4038414365976401
36,0.40204396402544301
37,0.40025908876534388
38,0.39811300154289475
39,0.39674973722709261
40,0.39445153994323767
41,0.39308608347631019
42,0.39152755286625546
43,0.38986803295657685
44,0.38838946912437677
45,0.38711868775198643
46,0.38578915861232771
47,0.38519506921748753
48,0.38320097424413846
49,0.38192832358586398
50,0.38181456684580317
51,0.38033517093762109
52,0.37976768851766118
53,0.37854671622019098
54,0.37846523827022832
55,0.37698626607332542
56,0.37673501008311694
57,0.37479672497948224
58,0.37546724846343632
59,0.37408923222075985
60,0.37379682221976313
61,0.37259211980373313
62,0.37302757574893208
63,0.37169350276741647
64,0.37135227854647068
