epoch,loss
0,1.9173946730873508
1,0.72059892761804489
2,0.62791518992541928
3,0.59541008659921912
4,0.57403929300768219
5,0.55912055968023511
6,0.54748935139049659
7,0.53557860948469327
8,0.52514391155589535
9,0.51540130696704856
10,0.50705489417052141
11,0.49906374993936525
12,0.49245658970397449
13,0.48479324125725293
14,0.47824095639035752
15,0.47310039652106556
16,0.46824994215579785
17,0.46415699271323241
18,0.45916503441074619
19,0.45439336398292496
20,0.45076889609513077
21,0.44760178499247716
22,0.44146334329296066
23,0.43806851390020357
24,0.43606172327924037
25,0.43214325120915537
26,0.42841012336556678
27,0.42471946318350406
28,0.4215648277338756
29,0.41862654117057507
30,0.41611935402793082
31,0.41455255001378449
32,0.41021284997544211
33,0.40895302563338826
34,0.4072934706168978
35,0.40419577444782073
36,0.40271898419798718
37,0.40058148611822852
38,0.39821751506837166
39,0.39683318788023747
40,0.3946389641572276
41,0.39344997479296895
42,0.39139881877876492
43,0.3900200814292159
44,0.38921931270590943
45,0.38753199101547187
46,0.38659684232476615
47,0.38464547361692658
48,0.38444069228337513
49,0.38254666757648403
50,0.38201905096597644
51,0.38093072171930387
52,0.37981262122807297
53,0.37928579008692631
54,0.37869687754984782
55,0.3772177102206194
56,0.37635311767782853
57,0.37614838307237497
58,0.37452885652284906
59,0.37470625106083311
60,0.37422067186106805
61,0.37336731236428022
62,0.37302243106229149
63,0.37139981800852262
64,0.37138768777494197
