epoch,loss
0,2.0935622978469599
1,0.73898787347032968
2,0.63397028483450413
3,0.59372577887109446
4,0.57135058732946287
5,0.55554994620868692
6,0.5417962574359515
7,0.53264491863386787
8,0.52021018482501735
9,0.51211451832205057
10,0.50452933466547856
11,0.49632626907576038
12,0.4909929956673928
13,0.48509588695900596
14,0.47829508906959189
15,0.4742556522883799
16,0.46745716150769073
17,0.46345554601967981
18,0.45792679770080291
19,0.4546450907566949
20,0.44995645909448678
21,0.44539068347733951
22,0.4416063419624191
23,0.43773006603283726
24,0.43350930740732863
25,0.42942476327247592
26,0.42776644418178045
27,0.42449064611497783
28,0.42120410937249014
29,0.41835342070249759
30,0.41498615878188738
31,0.41341423613788642
32,0.41137617279815936
33,0.40783822040438006
34,0.40650938886582205
35,0.40436142962425947
36,0.40214467651980079
37,0.40019282004188583
38,0.39838606084737443
39,0.39627137280109787
40,0.39474893031317904
41,0.39287176106692007
42,0.39200535716246004
43,0.39008468106065108
44,0.38913106839375006
45,0.38707245035987831
46,0.38593465296308632
47,0.38482072046431509
48,0.38407385169083008
49,0.38245131925720238
50,0.38153163995593786
51,0.38116567577842786
52,0.37953873511160846
53,0.37924027691959689
54,0.37722045640744595
55,0.37745142365684325
56,0.37661893414738384
57,0.37618310945918376
58,0.37470224615105469
59,0.37461299677986815
60,0.37322117396346899
61,0.37331708998459839
62,0.37263072907681699
63,0.37172957293122361
64,0.37160945766726916
