epoch,loss
0,2.0690293900020746
1,0.74125491123160592
2,0.63742045017526205
3,0.60003701866725867
4,0.57625002875600173
5,0.55769192008301616
6,0.54414471410943765
7,0.52948150162220653
8,0.52050133389623265
9,0.51091634433554567
10,0.50287328285934485
11,0.49549164070302376
12,0.48871931636139104
13,0.48455716819380934
14,0.47954386926215625
15,0.47376450126909692
16,0.46869992568036134
17,0.46341912276314007
18,0.45952045808181813
19,0.45359438248788531
20,0.45103536704150232
21,0.44650530904207542
22,0.44237622468853777
23,0.4392557024712796
24,0.43544837755515525
25,0.43244809323273925
26,0.42878564692142868
27,0.42437750431101606
28,0.42124060468505259
29,0.41896398185306916
30,0.41704677988815569
31,0.41307923234189337
32,0.4110608207790748
33,0.40925117912094877
34,0.40606746867137111
35,0.40355235437417158
36,0.40170407813528308
37,0.40024158127767884
38,0.39852750716407015
39,0.396317715027734
40,0.39460168855831673
41,0.3936198316514492
42,0.39196844334187714
43,0.39037297504103702
44,0.38903854611208255
45,0.38744384874387278
46,0.38608048076781892
47,0.38431181782937568
48,0.38423231294702576
49,0.3825652321557636
50,0.38133656342878292
51,0.38014869240072108
52,0.37993955915874761
53,0.37839634601107758
54,0.37792568686215772
55,0.3760358660441378
56,0.37624108700243675
57,0.37554326934901916
58,0.37462563195225335
59,0.37353507212727616
60,0.37386854308778827
61,0.3721564910981966
62,0.37226062474529381
63,0.37090303266987851
64,0.37116233289808681
