epoch,loss
0,2.1658212712575806
1,0.76809784380894786
2,0.65545653624354672
3,0.60727619209379524
4,0.58251165372020797
5,0.56081976942296297
6,0.54901328916819592
7,0.53548509982396975
8,0.52553704542933766
9,0.51937716112946564
10,0.51036911795724116
11,0.50247508339162139
12,0.49698462999091958
13,0.49128732993917645
14,0.48665061199440146
15,0.48262266129817605
16,0.47711570697010686
17,0.47132384709592134
18,0.46715030373267408
19,0.4646256855523811
20,0.45982435761757617
21,0.45557343914823711
22,0.45145991824707893
23,0.4475742254392156
24,0.4439819777686641
25,0.44065936108805098
26,0.43642652554332084
27,0.43348470010847417
28,0.42993853735473919
29,0.42785989271019992
30,0.42504736657412545
31,0.42262314058699696
32,0.41933110950128089
33,0.41585682324643403
34,0.41428560023037891
35,0.41179297078330562
36,0.40967563503193405
37,0.40755392465951307
38,0.40494785720447324
39,0.40407114775675645
40,0.40169718886321448
41,0.39896672669446692
42,0.39804895185074718
43,0.39643937380808703
44,0.39378233048151123
45,0.3928137729077969
46,0.39179256711366039
47,0.39054295865994582
48,0.38815470126439938
49,0.38720853744812733
50,0.38660345558850273
51,0.38475826776252603
52,0.38420826889433951
53,0.38264332627350428
54,0.38170583473061614
