epoch,loss
0,2.1364250009914616
1,0.81038277387619018
2,0.65210599582150297
3,0.60276160264914891
4,0.57614444271573484
5,0.56031736461621406
6,0.54533340130212171
7,0.53201308221187227
8,0.52388250629856903
9,0.51569313998492261
10,0.50836526632308965
11,0.5009399570159192
12,0.49405271523403671
13,0.48924186866238434
14,0.48286707596958806
15,0.47825661110428147
16,0.47313125194243666
17,0.46821283216746346
18,0.46426530372421698
19,0.46044676785199146
20,0.45508155435886022
21,0.45225622426788764
22,0.44845575343887761
23,0.4463606163465752
24,0.44099306943281641
25,0.43707403556355889
26,0.43383447696577826
27,0.43084692633376931
28,0.42698559931988989
29,0.42526231986171792
30,0.42134377322106992
31,0.418939122906271
32,0.41708383067598881
33,0.41478528526594055
34,0.41212961727718139
35,0.40860452424805122
36,0.40767249312040943
37,0.40604773145801615
38,0.40383096640964722
39,0.40151371425052856
40,0.39953446003625975
41,0.39777024352325585
42,0.3965833376713519
43,0.39445844949416392
44,0.39227873266867874
45,0.39203165519912286
46,0.39009136274175826
47,0.38867235078001922
48,0.38746792078018188
49,0.38649868639010304
50,0.3854702971116552
51,0.38434369348130137
52,0.38318646179055266
53,0.38202414119018696
54,0.3810680939116568
