epoch,loss
0,2.208320303548057
1,0.73946367218809306
2,0.64940438495492037
3,0.61220087267317858
4,0.58624233792412961
5,0.56851638715222197
6,0.55320613971296351
7,0.54253378310293521
8,0.53059715246254546
9,0.52068000480813803
10,0.51420068122305962
11,0.50731287396179059
12,0.49992221625346056
13,0.49364263066705666
14,0.48966356009807227
15,0.4828986398903829
16,0.47836469875191745
17,0.47390304704882064
18,0.46830829350453501
19,0.46519350335283099
20,0.46078354518368558
21,0.45693785782130258
22,0.45196995368543663
23,0.45034179255647477
24,0.44362109796056209
25,0.44154743930078905
26,0.43707673048073392
27,0.43464045088246184
28,0.43174973917457293
29,0.42881037210518458
30,0.42553472141049942
31,0.42127924867396083
32,0.41955819743984152
33,0.41687081759830691
34,0.41458926529254553
35,0.41328504326208582
36,0.40958926733934653
37,0.40747048189055246
38,0.40474719247728025
39,0.40370155651614353
40,0.4010686517886396
41,0.40013858644467482
42,0.39760125657297529
43,0.39587844531491118
44,0.394414439696186
45,0.39222827846149227
46,0.39178981792252021
47,0.38986760787244112
48,0.38831409985164428
49,0.3872558319793557
50,0.38606955116649844
51,0.38449508444318231
52,0.38378855397116463
53,0.38245635334050881
54,0.38209963602839775
