epoch,loss
0,2.1272917357930599
1,0.79254190791327994
2,0.6482730237942822
3,0.60427633287771698
4,0.57943973266853477
5,0.56099192866739234
6,0.54919113478570614
7,0.53752244852623854
8,0.52614532623650889
9,0.51850474389094225
10,0.51003139990680624
11,0.5020696691746982
12,0.49665463130429105
13,0.48981298183495142
14,0.48497104350126014
15,0.4791431651925141
16,0.47441017857137718
17,0.46914770828103119
18,0.46586602008567668
19,0.46092881157713117
20,0.45847887273104687
21,0.45281270805394874
22,0.45008088087135889
23,0.44581238854606198
24,0.44175718422205945
25,0.4381400569205014
26,0.43536617569203645
27,0.43233697691053713
28,0.42926679435765969
29,0.42594924049557381
30,0.42363044309166242
31,0.42002385994173447
32,0.41836881082012967
33,0.41549259401717276
34,0.41324197269835561
35,0.41066230065417741
36,0.40876350027210306
37,0.40681318310071835
38,0.40428878869650497
39,0.40270302603829583
40,0.40063976276595636
41,0.40037745264341246
42,0.39763357763020496
43,0.39590282779819558
44,0.39423368912822793
45,0.39296324538734723
46,0.39101156635104484
47,0.39014087535300346
48,0.38912788220171657
49,0.38700574773662494
50,0.38591803175098494
51,0.38491542193124878
52,0.38401014208793638
53,0.3832290703845474
54,0.38184163689613343
