epoch,loss
0,2.1264020931945655
1,0.76405856793781501
2,0.65178330362967729
3,0.60550784389927703
4,0.57942734821787423
5,0.56257038867698528
6,0.54718850156046306
7,0.53485521761876231
8,0.52409585102549139
9,0.5170096307880474
10,0.50926488118351632
11,0.50390764414139511
12,0.49553796680468432
13,0.49082069763597452
14,0.48595068531216318
15,0.47984523042193
16,0.47537896275520325
17,0.47070883528241569
18,0.46612150428430088
19,0.46198662901824378
20,0.45654641151428221
21,0.45360120980244761
22,0.44932782089935158
23,0.44556098209237155
24,0.44289075318372473
25,0.43834400390678979
26,0.43542562954830671
27,0.43214503686383088
28,0.42954231349927074
29,0.42586381613083607
30,0.42280531287193296
31,0.42057389486510799
32,0.41851732179803669
33,0.41544288489053832
34,0.41300911790919753
35,0.41032084030925103
36,0.40863386759218179
37,0.40614343265317521
38,0.4043782870724516
39,0.40292015336594489
40,0.40054021590160871
41,0.39960476823572844
42,0.39733370767449433
43,0.39566591334792806
44,0.39491096321141944
45,0.3920553074242934
46,0.39145885854397178
47,0.39039116726731354
48,0.38840950882659769
49,0.38758174914234089
50,0.38669082614610778
51,0.38508130944000102
52,0.38429664994185825
53,0.38305957218386094
54,0.38234178603820079
