epoch,loss
0,2.1341055505230742
1,0.74383560225648704
2,0.64092124288936836
3,0.60800882305739057
4,0.58425136793334531
5,0.56956406959947548
6,0.55778729845892705
7,0.54555070744370515
8,0.53593205683636214
9,0.52533454685840963
10,0.51560231631656861
11,0.50872084981990306
12,0.50193065076504118
13,0.49439553634175715
14,0.48735587934278091
15,0.4809975417380063
16,0.47831187441663919
17,0.47194981401821351
18,0.46832469494837636
19,0.46236718800832638
20,0.45916155522724367
21,0.45452561412217485
22,0.45102991711418583
23,0.44685213205949315
24,0.44397811653479091
25,0.44151406020488382
26,0.43671124037706627
27,0.43497920187014455
28,0.42956651955280661
29,0.42609287705061571
30,0.42413564155686578
31,0.42169418101040823
32,0.41958123393778529
33,0.41713869684147387
34,0.41449662150077099
35,0.4112696823758899
36,0.40830934074689756
37,0.40715579246574979
38,0.40460642987827083
39,0.40244792144253566
40,0.40113097316813917
41,0.39948007439667321
42,0.39749431835030608
43,0.39565949649181004
44,0.39440042837610784
45,0.39203621963285051
46,0.39145320253552129
47,0.38921802016924012
48,0.3882574464015241
49,0.38754298387833364
50,0.38570932766176619
51,0.38510915884431801
52,0.38382169323147469
53,0.38178828893967393
54,0.38096118029558435
