epoch,loss
0,2.0075445565187704
1,0.77479765707591797
2,0.64652491335598927
3,0.60481354326572057
4,0.58246441854620878
5,0.56589884663527867
6,0.55298755881921302
7,0.5409520445904642
8,0.53039117545451753
9,0.52191769413228306
10,0.51276955784491773
11,0.50540029465027581
12,0.49835647891152579
13,0.49309425972542675
14,0.48553988652409247
15,0.48212173086292337
16,0.47653084374823662
17,0.47155354085958229
18,0.46658240259818312
19,0.46192606275936343
20,0.45819510466647601
21,0.45399340789273102
22,0.45100244069999118
23,0.4469196344771475
24,0.44248308793553764
25,0.43970413376700201
26,0.43775304686348393
27,0.43310499641130557
28,0.4305802723821604
29,0.42748522094960484
30,0.42304036529559008
31,0.42117818261092566
32,0.41860282924940001
33,0.41638962289072434
34,0.41397825133125737
35,0.41198998799863851
36,0.40857283218851631
37,0.40706484189573322
38,0.40638390783993705
39,0.40366261567709583
40,0.40077154676869231
41,0.39900731509586551
42,0.39846310631284176
43,0.39618201222059862
44,0.39466390733448964
45,0.39279893294820245
46,0.39163956561178531
47,0.39021480920179835
48,0.3894004041293882
49,0.38762036373030467
50,0.38665305600976047
51,0.38579218531554599
52,0.38428768812485459
53,0.38315134203658913
54,0.38186798478072542
